state,city,station,mean_avg,mean_spread,anomaly_rate,n_readings,persistence,spis,risk_band
Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",18.428571428571427,16.0,0.0,7,2.0794415416798357,19.367913318132835,Low
Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",20.166666666666668,24.666666666666668,0.0,6,1.9459101490553132,19.345060594710702,Low
Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",25.142857142857142,3.142857142857143,0.0,7,2.0794415416798357,19.228575017567632,Low
Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",22.166666666666668,19.333333333333332,0.0,6,1.9459101490553132,19.12079064608294,Low
Maharashtra,Dhule,"Deopur, Dhule - MPCB",39.5,64.5,0.0,2,1.0986122886681098,19.118034680146366,Low
TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB",19.428571428571427,11.571428571428571,0.0,7,2.0794415416798357,19.041608397073063,Low
Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",16.714285714285715,15.857142857142858,0.0,7,2.0794415416798357,18.98709538570218,Low
TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB",12.142857142857142,23.714285714285715,0.0,7,2.0794415416798357,18.972970109680954,Low
Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",27.166666666666668,8.333333333333334,0.0,6,1.9459101490553132,18.84374624452837,Low
Madhya Pradesh,Indore,"Airport Area, Indore - IMC",17.833333333333332,23.5,0.0,6,1.9459101490553132,18.7085457130628,Low
Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",15.857142857142858,15.0,0.0,7,2.0794415416798357,18.701178199992064,Low
Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",20.833333333333332,18.166666666666668,0.0,6,1.9459101490553132,18.696289898709534,Low
Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",20.333333333333332,18.5,0.0,6,1.9459101490553132,18.630801470145833,Low
Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB",18.714285714285715,9.428571428571429,0.0,7,2.0794415416798357,18.62969276747562,Low
TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB",10.857142857142858,22.142857142857142,0.0,7,2.0794415416798357,18.50936406948131,Low
Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",15.142857142857142,14.428571428571429,0.0,7,2.0794415416798357,18.4802790093842,Low
